idx,s,r,o,gold_start,gold_end,pred_text,pred_start,pred_end,giou_top1,aeiou_top1,ae_start_top1,ae_end_top1,ae_avg_top1,ctx_1hop,ctx_2hop,ctx_used,prompt_chars,prompt_preview
135,3202,22,9590,1993,1998,Answer: 1993-1998,1993,1998,1.0,1.0,0,0,0.0,0,0,0,680,
136,2153,6,550,1918,1921,Answer: 1917-1920,1917,1920,0.6,0.6,1,1,1.0,0,0,0,688,
137,3034,10,2963,1934,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,689,
138,8978,17,5817,1900,1900,Answer: ####-####,,,0.0,0.0,,,,0,0,0,587,
139,10606,22,5649,2009,2016,Answer: 2009-2016,2009,2016,1.0,1.0,0,0,0.0,0,0,0,682,
140,2531,9,2531,1939,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,658,
141,7043,20,7104,2006,2006,Answer: 2000-2020,2000,2020,0.047619047619047616,0.047619047619047616,6,14,10.0,0,0,0,707,
142,8472,17,6640,1942,1942,Answer: 1941-1941,1941,1941,0.0,0.5,1,1,1.0,0,0,0,673,
143,11667,22,11383,2004,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,674,
144,8394,22,9757,1972,1987,Answer: 1972-1987,1972,1987,1.0,1.0,0,0,0.0,0,0,0,676,
145,10806,22,10783,2005,2005,Answer: 2006-2007,2006,2007,0.0,0.3333333333333333,1,2,1.5,0,0,0,674,
146,10988,22,9952,2008,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
147,2448,20,7925,2011,2011,Answer: 2000-2015,2000,2015,0.0625,0.0625,11,4,7.5,0,0,0,746,
148,10716,22,9606,2014,2015,Answer: 2013-2013,2013,2013,0.0,0.3333333333333333,1,2,1.5,0,0,0,680,
149,12160,22,10062,2006,2008,Answer: 2011-2013,2011,2013,-0.25,0.125,5,5,5.0,0,0,0,674,
150,11822,22,9884,2012,2015,Answer: 2013-2014,2013,2014,0.5,0.5,1,1,1.0,0,0,0,684,
151,7517,17,5999,2010,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,691,
152,7261,17,5844,1983,1983,Answer: ####-####,,,0.0,0.0,,,,0,0,0,675,
153,10732,22,10735,2009,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,551,
154,12209,22,10420,1990,1991,Answer: 1988-1991,1988,1991,0.5,0.5,2,0,1.0,0,0,0,684,
155,12489,22,10131,2004,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
156,11057,22,10065,2014,2014,Answer: 2013-2014,2013,2014,0.5,0.5,1,0,0.5,0,0,0,688,
157,5505,17,5678,1958,1958,Answer: 1953-1957,1953,1957,0.0,0.16666666666666666,5,1,3.0,0,0,0,685,
158,4811,14,3437,2005,2010,Answer: 2005-2021,2005,2021,0.35294117647058826,0.35294117647058826,0,11,5.5,0,0,0,543,
159,12059,22,10952,2003,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,647,
160,12351,22,10522,2005,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,624,
161,2972,17,5897,1960,1960,Answer: ####-####,,,0.0,0.0,,,,0,0,0,683,
162,4648,14,3437,2005,,Answer: 2005-2017,2005,2017,0.0,0.0,0,,,0,0,0,529,
163,1260,1,129,1920,,Answer: 1790-1790,1790,1790,0.0,0.0,130,,,0,0,0,681,
164,11671,22,9756,2010,2010,Answer: 2011-2014,2011,2014,0.0,0.2,1,4,2.5,0,0,0,672,
165,1890,17,4313,2014,2014,Answer: ####-####,,,0.0,0.0,,,,0,0,0,571,
166,11230,22,9878,1994,1994,Answer: 1997-1998,1997,1998,-0.4,0.2,3,4,3.5,0,0,0,692,
167,6973,17,7047,1975,1975,Answer: 1975-1975,1975,1975,1.0,1.0,0,0,0.0,0,0,0,667,
168,8384,17,6426,2009,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,683,
169,11907,22,9996,2004,2006,Answer: 2002-2004,2002,2004,0.2,0.2,2,2,2.0,0,0,0,730,
170,2470,20,7605,1994,1994,Answer: 1976-2014,1976,2014,0.02564102564102564,0.02564102564102564,18,20,19.0,0,0,0,702,
171,7024,17,5818,1859,1859,Answer: 1870-1887,1870,1887,-0.3448275862068966,0.034482758620689655,11,28,19.5,0,0,0,602,
172,7800,17,7807,2001,2001,Answer: 2001-2001,2001,2001,1.0,1.0,0,0,0.0,0,0,0,717,
173,8904,20,7862,2001,2001,Answer: ####-####,,,0.0,0.0,,,,0,0,0,730,
174,3243,19,1918,2000,,Answer: 2000-2021,2000,2021,0.0,0.0,0,,,0,0,0,529,
175,11256,22,9791,2000,2004,Answer: ####-####,,,0.0,0.0,,,,0,0,0,712,
176,4573,14,4574,2004,2010,Answer: 2017-2022,2017,2022,-0.3157894736842105,0.05263157894736842,13,12,12.5,0,0,0,672,
177,12368,22,9798,2003,2005,Answer: 2007-2008,2007,2008,-0.16666666666666666,0.16666666666666666,4,3,3.5,0,0,0,682,
178,10221,22,9728,2012,2015,Answer: 2011-2013,2011,2013,0.4,0.4,1,2,1.5,0,0,0,746,
179,1893,17,6426,1989,1989,Answer: 1994-1994,1994,1994,-0.6666666666666666,0.16666666666666666,5,5,5.0,0,0,0,679,
180,4613,14,3495,1807,1813,Answer: 1807-1813,1807,1813,1.0,1.0,0,0,0.0,0,0,0,698,
181,10772,22,9589,2011,2015,Answer: 2011-2015,2011,2015,1.0,1.0,0,0,0.0,0,0,0,674,
182,12336,22,10061,2006,2006,Answer: 2007-2008,2007,2008,0.0,0.3333333333333333,1,2,1.5,0,0,0,696,
183,1877,17,7090,1974,1974,Answer: 1975-1975,1975,1975,0.0,0.5,1,1,1.0,0,0,0,715,
184,8795,17,6370,1998,1998,Answer: ####-####,,,0.0,0.0,,,,0,0,0,677,
185,12197,22,9856,2003,2006,Answer: 2003-2007,2003,2007,0.8,0.8,0,1,0.5,0,0,0,682,
186,10971,22,9593,1999,1999,Answer: 1998-1999,1998,1999,0.5,0.5,1,0,0.5,0,0,0,760,
187,7372,20,7092,1957,1957,Answer: 1986-1986,1986,1986,-0.9333333333333333,0.03333333333333333,29,29,29.0,0,0,0,684,
188,10379,22,9580,2011,2012,Answer: 2011-2012,2011,2012,1.0,1.0,0,0,0.0,0,0,0,678,
189,12473,22,10253,2007,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
190,9522,21,9442,1975,1975,Answer: 1975-1975,1975,1975,1.0,1.0,0,0,0.0,0,0,0,666,
191,5678,16,5683,1945,1945,Answer: 1944-1953,1944,1953,0.1,0.1,1,8,4.5,0,0,0,663,
192,8050,20,8051,2008,2008,Answer: ####-####,,,0.0,0.0,,,,0,0,0,698,
193,10586,22,10588,2008,2008,Answer: 2010-2011,2010,2011,-0.25,0.25,2,3,2.5,0,0,0,688,
194,2735,9,2490,1962,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,718,
195,6334,17,6338,1993,1993,Answer: 1993-1993,1993,1993,1.0,1.0,0,0,0.0,0,0,0,671,
196,2404,14,3507,1997,1998,Answer: ####-####,,,0.0,0.0,,,,0,0,0,577,
197,1745,17,6958,2010,2010,Answer: 2009-2013,2009,2013,0.2,0.2,1,3,2.0,0,0,0,669,
198,11809,22,11157,2008,2009,Answer: 2007-2008,2007,2008,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,680,
199,11470,22,10763,2016,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,688,
200,12167,22,10003,2013,2014,Answer: 2013-2015,2013,2015,0.6666666666666666,0.6666666666666666,0,1,0.5,0,0,0,680,
201,1637,17,6360,1991,1991,Answer: ####-####,,,0.0,0.0,,,,0,0,0,669,
202,1366,1,953,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,683,
203,5850,17,8963,2014,2014,Answer: 2014-2014,2014,2014,1.0,1.0,0,0,0.0,0,0,0,717,
204,12124,22,9590,2004,2009,Answer: 2002-2007,2002,2007,0.5,0.5,2,2,2.0,0,0,0,706,
205,1306,1,129,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,692,
206,11526,22,10016,1999,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
207,9268,20,6706,1928,1928,Answer: ####-####,,,0.0,0.0,,,,0,0,0,722,
208,8941,17,6800,1988,1988,Answer: 1986-1997,1986,1997,0.08333333333333333,0.08333333333333333,2,9,5.5,0,0,0,674,
209,12143,22,10165,2007,2007,Answer: 2007-2008,2007,2008,0.5,0.5,0,1,0.5,0,0,0,662,
210,11970,22,10957,2010,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,698,
211,11598,22,11599,2006,2006,Answer: 2010-2011,2010,2011,-0.5,0.16666666666666666,4,5,4.5,0,0,0,684,
212,6971,20,5984,2000,2000,Answer: 1983-2015,1983,2015,0.030303030303030304,0.030303030303030304,17,15,16.0,0,0,0,678,
213,3533,14,3456,2010,2015,Answer: 2010-2015,2010,2015,1.0,1.0,0,0,0.0,0,0,0,584,
214,2402,20,7470,1979,1979,Answer: ####-####,,,0.0,0.0,,,,0,0,0,710,
215,11900,22,9856,2006,2012,Answer: 2007-2012,2007,2012,0.8571428571428571,0.8571428571428571,1,0,0.5,0,0,0,694,
216,8011,20,6446,2000,2000,Answer: 1998-2009,1998,2009,0.08333333333333333,0.08333333333333333,2,9,5.5,0,0,0,734,
217,6821,20,6823,2014,2014,Answer: 2000-2011,2000,2011,-0.13333333333333333,0.06666666666666667,14,3,8.5,0,0,0,702,
218,10739,22,10733,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
219,3204,12,2155,1943,,Answer: 1941-1964,1941,1964,0.0,0.0,2,,,0,0,0,697,
220,11435,22,11034,2009,2012,Answer: 2007-2010,2007,2010,0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,688,
221,4540,14,4541,2001,2005,Answer: 2001-2006,2001,2006,0.8333333333333334,0.8333333333333334,0,1,0.5,0,0,0,576,
222,7575,17,5841,1983,1983,Answer: 1984-1984,1984,1984,0.0,0.5,1,1,1.0,0,0,0,703,
223,12463,22,9866,2002,2005,Answer: 2005-2006,2005,2006,0.2,0.2,3,1,2.0,0,0,0,686,
224,11584,22,9817,2010,2011,Answer: 2007-2009,2007,2009,0.0,0.2,3,2,2.5,0,0,0,722,
225,2068,6,2107,1807,1815,Answer: 1807-1815,1807,1815,1.0,1.0,0,0,0.0,0,0,0,650,
226,12271,22,10879,2001,2007,Answer: 2017-2018,2017,2018,-0.5,0.05555555555555555,16,11,13.5,0,0,0,694,
227,4904,14,3455,2015,2017,Answer: ####-####,,,0.0,0.0,,,,0,0,0,576,
228,1354,1,953,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,681,
229,7491,20,6706,1915,1915,Answer: 1901-1925,1901,1925,0.04,0.04,14,10,12.0,0,0,0,734,
230,11703,22,2999,1953,1955,Answer: 1938-1948,1938,1948,-0.2222222222222222,0.05555555555555555,15,7,11.0,0,0,0,698,
231,11519,22,10241,1990,1992,Answer: 1992-1995,1992,1995,0.16666666666666666,0.16666666666666666,2,3,2.5,0,0,0,736,
232,8454,22,9926,1998,1999,Answer: 1995-1996,1995,1996,-0.2,0.2,3,3,3.0,0,0,0,690,
233,10711,22,5648,1994,1996,Answer: 1994-1996,1994,1996,1.0,1.0,0,0,0.0,0,0,0,674,
234,4279,17,6981,1992,1992,Answer: ####-####,,,0.0,0.0,,,,0,0,0,531,
235,4120,14,3898,1870,1871,Answer: 1866-1867,1866,1867,-0.3333333333333333,0.16666666666666666,4,4,4.0,0,0,0,686,
236,709,1,369,,2014,Answer: ####-2015,2015,2015,0.0,0.0,,1,,0,0,0,693,
237,10517,22,10521,1992,1994,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
238,11219,22,10743,2011,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,692,
239,10751,22,9859,1932,1934,Answer: 1930-1934,1930,1934,0.6,0.6,2,0,1.0,0,0,0,674,
240,11799,22,9902,1999,1999,Answer: 2001-2004,2001,2004,-0.16666666666666666,0.16666666666666666,2,5,3.5,0,0,0,728,
241,11623,22,10604,2009,2011,Answer: 2010-2011,2010,2011,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,680,
242,509,6,32,1710,1721,Answer: 1581-1621,1581,1621,-0.624113475177305,0.0070921985815602835,129,100,114.5,0,0,0,654,
243,12276,22,11092,1985,1986,Answer: ####-####,,,0.0,0.0,,,,0,0,0,700,
244,8221,20,7400,2005,2005,Answer: 2005-2005,2005,2005,1.0,1.0,0,0,0.0,0,0,0,629,
245,6839,17,6840,1925,1925,Answer: ####-####,,,0.0,0.0,,,,0,0,0,683,
246,4666,14,3457,2005,2010,Answer: 2005-2010,2005,2010,1.0,1.0,0,0,0.0,0,0,0,576,
247,3889,14,3507,1992,1997,Answer: ####-####,,,0.0,0.0,,,,0,0,0,573,
248,11333,22,10564,2009,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,720,
249,1579,6,29,1922,1991,Answer: 1922-1991,1922,1991,1.0,1.0,0,0,0.0,0,0,0,648,
250,12353,22,10359,2004,2004,Answer: ####-####,,,0.0,0.0,,,,0,0,0,726,
251,12423,22,11135,2001,2003,Answer: ####-####,,,0.0,0.0,,,,0,0,0,700,
252,10680,22,10073,2010,2011,Answer: 2013-2016,2013,2016,-0.14285714285714285,0.14285714285714285,3,5,4.0,0,0,0,690,
253,11723,22,11722,1967,1968,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
254,10130,22,9769,2006,2007,Answer: 2017-2017,2017,2017,-0.75,0.08333333333333333,11,10,10.5,0,0,0,680,
255,9516,21,9477,1934,1934,Answer: 1934-1935,1934,1935,0.5,0.5,0,1,0.5,0,0,0,656,
256,11075,22,9998,2012,,Answer: 2012-2014,2012,2014,0.0,0.0,0,,,0,0,0,672,
257,10913,22,10123,2011,2013,Answer: 2011-2014,2011,2014,0.75,0.75,0,1,0.5,0,0,0,682,
258,11500,22,9723,2006,2007,Answer: 1991-1995,1991,1995,-0.5882352941176471,0.058823529411764705,15,12,13.5,0,0,0,704,
259,12145,22,10564,2005,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,712,
260,6053,20,6054,1992,1992,Answer: 1974-2009,1974,2009,0.027777777777777776,0.027777777777777776,18,17,17.5,0,0,0,740,
261,10612,22,9816,2009,2009,Answer: 2008-2009,2008,2009,0.5,0.5,1,0,0.5,0,0,0,728,
262,6053,20,8096,1986,1986,Answer: 1985-2009,1985,2009,0.04,0.04,1,23,12.0,0,0,0,740,
263,9852,22,9625,1993,1995,Answer: ####-####,,,0.0,0.0,,,,0,0,0,696,
264,11704,22,10157,2012,2012,Answer: 2000-2006,2000,2006,-0.38461538461538464,0.07692307692307693,12,6,9.0,0,0,0,702,
265,8967,17,6543,1976,1976,Answer: ####-####,,,0.0,0.0,,,,0,0,0,691,
266,12318,22,9597,1997,2004,Answer: 1999-2006,1999,2006,0.6,0.6,2,2,2.0,0,0,0,690,
267,12119,22,11591,2012,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
268,7102,17,7105,2014,2014,Answer: 2002-2005,2002,2005,-0.6153846153846154,0.07692307692307693,12,9,10.5,0,0,0,737,
269,11865,22,9756,2000,2005,Answer: 2004-2005,2004,2005,0.3333333333333333,0.3333333333333333,4,0,2.0,0,0,0,678,
270,6325,17,6794,1996,1996,Answer: ####-####,,,0.0,0.0,,,,0,0,0,679,
271,12155,22,10030,2006,2006,Answer: 2005-2005,2005,2005,0.0,0.5,1,1,1.0,0,0,0,742,
272,10951,22,10952,2007,2010,Answer: 2011-2012,2011,2012,0.0,0.16666666666666666,4,2,3.0,0,0,0,698,
273,10710,22,9866,1990,1992,Answer: 1988-1991,1988,1991,0.4,0.4,2,1,1.5,0,0,0,692,
274,12121,22,5648,1988,1991,Answer: 1988-1994,1988,1994,0.5714285714285714,0.5714285714285714,0,3,1.5,0,0,0,674,
275,6350,20,6354,1995,1995,Answer: ####-####,,,0.0,0.0,,,,0,0,0,744,
276,5962,20,5970,1996,1996,Answer: 1990-2005,1990,2005,0.0625,0.0625,6,9,7.5,0,0,0,696,
277,12497,22,10801,1942,1948,Answer: 1937-1944,1937,1944,0.25,0.25,5,4,4.5,0,0,0,680,
278,4295,14,3444,1977,1981,Answer: 1979-1981,1979,1981,0.6,0.6,2,0,1.0,0,0,0,544,
279,1206,1,953,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,693,
280,11881,22,10333,2006,2007,Answer: 2007-2007,2007,2007,0.5,0.5,1,0,0.5,0,0,0,682,
281,8617,17,6798,1997,1997,Answer: 1997-1999,1997,1999,0.3333333333333333,0.3333333333333333,0,2,1.0,0,0,0,546,
282,7422,20,8100,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,728,
283,9094,22,10138,2011,2012,Answer: 2010-2012,2010,2012,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,674,
284,3624,14,3435,1960,1970,Answer: 1960-1970,1960,1970,1.0,1.0,0,0,0.0,0,0,0,748,
285,8438,20,6780,1933,1933,Answer: 1901-1938,1901,1938,0.02631578947368421,0.02631578947368421,32,5,18.5,0,0,0,694,
286,10135,22,10030,1997,2007,Answer: 1997-2007,1997,2007,1.0,1.0,0,0,0.0,0,0,0,736,
287,7303,17,7304,2007,2007,Answer: 1992-2014,1992,2014,0.043478260869565216,0.043478260869565216,15,7,11.0,0,0,0,665,
288,11026,22,10631,1997,1997,Answer: 1996-1997,1996,1997,0.5,0.5,1,0,0.5,0,0,0,728,
289,7693,17,6945,2016,2016,Answer: 2011-2011,2011,2011,-0.6666666666666666,0.16666666666666666,5,5,5.0,0,0,0,565,
290,9733,22,9644,2013,2013,Answer: 2013-2014,2013,2014,0.5,0.5,0,1,0.5,0,0,0,672,
291,1258,1,1210,1871,1920,Answer: 1871-1918,1871,1918,0.96,0.96,0,2,1.0,0,0,0,707,
292,4517,17,5975,1855,1855,Answer: 1852-1870,1852,1870,0.05263157894736842,0.05263157894736842,3,15,9.0,0,0,0,621,
293,9113,20,7091,1996,1996,Answer: 1991-2002,1991,2002,0.08333333333333333,0.08333333333333333,5,6,5.5,0,0,0,694,
294,11413,22,9866,1993,1994,Answer: ####-####,,,0.0,0.0,,,,0,0,0,684,
295,8892,20,9182,1998,1998,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
296,10541,22,9612,1976,1976,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
297,990,1,510,1918,1940,Answer: ####-####,,,0.0,0.0,,,,0,0,0,679,
298,9398,20,9317,2007,2007,Answer: 2007-2007,2007,2007,1.0,1.0,0,0,0.0,0,0,0,744,
299,11038,22,11039,2016,,Answer: 2017-2018,2017,2018,0.0,0.0,1,,,0,0,0,700,
300,2724,20,5762,1966,1966,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
301,8684,17,6708,1994,1994,Answer: ####-####,,,0.0,0.0,,,,0,0,0,701,
302,2142,6,2029,1569,1772,Answer: 1569-1795,1569,1795,0.8986784140969163,0.8986784140969163,0,23,11.5,0,0,0,692,
303,11805,22,9905,1998,1999,Answer: ####-####,,,0.0,0.0,,,,0,0,0,696,
304,10495,22,9603,2015,,Answer: 2015-2017,2015,2017,0.0,0.0,0,,,0,0,0,686,
305,5441,20,6280,2013,2013,Answer: 2005-2024,2005,2024,0.05,0.05,8,11,9.5,0,0,0,710,
306,6929,17,7186,2007,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,707,
307,10216,22,9701,2002,2007,Answer: 2007-2010,2007,2010,0.1111111111111111,0.1111111111111111,5,3,4.0,0,0,0,672,
308,10877,22,9724,1997,1997,Answer: 1996-1997,1996,1997,0.5,0.5,1,0,0.5,0,0,0,736,
309,7100,17,6189,1995,1995,Answer: 1998-1998,1998,1998,-0.5,0.25,3,3,3.0,0,0,0,677,
310,9559,22,9557,2006,2010,Answer: 2006-2012,2006,2012,0.7142857142857143,0.7142857142857143,0,2,1.0,0,0,0,738,
311,8560,17,8193,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,579,
312,2687,9,2494,1966,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,726,
313,11901,22,9812,2005,2007,Answer: 2004-2006,2004,2006,0.5,0.5,1,1,1.0,0,0,0,716,
314,10737,22,9871,1998,2004,Answer: 2007-2011,2007,2011,-0.14285714285714285,0.07142857142857142,9,7,8.0,0,0,0,678,
315,9316,20,6012,1917,1917,Answer: 1901-1920,1901,1920,0.05,0.05,16,3,9.5,0,0,0,686,
316,8998,20,8852,1977,1977,Answer: 1968-2005,1968,2005,0.02631578947368421,0.02631578947368421,9,28,18.5,0,0,0,694,
317,11327,22,9843,2009,2012,Answer: 2009-2010,2009,2010,0.5,0.5,0,2,1.0,0,0,0,666,
318,8674,20,6039,2012,2012,Answer: 2007-2007,2007,2007,-0.6666666666666666,0.16666666666666666,5,5,5.0,0,0,0,706,
319,6973,23,2996,,1949,Answer: 1945-1949,1945,1949,0.0,0.0,,0,,0,0,0,678,
320,12152,22,11180,2011,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,662,
321,11587,22,10789,1967,1972,Answer: 1957-1961,1957,1961,-0.3125,0.0625,10,11,10.5,0,0,0,674,
322,3092,14,4274,1951,1955,Answer: ####-####,,,0.0,0.0,,,,0,0,0,447,
323,3547,14,3461,1967,1970,Answer: ####-####,,,0.0,0.0,,,,0,0,0,714,
324,7312,20,7097,2009,2009,Answer: 2009-2009,2009,2009,1.0,1.0,0,0,0.0,0,0,0,702,
325,7339,20,7803,1974,1974,Answer: 1975-1975,1975,1975,0.0,0.5,1,1,1.0,0,0,0,746,
326,5443,20,5440,2009,2009,Answer: 2009-2009,2009,2009,1.0,1.0,0,0,0.0,0,0,0,748,
327,1284,1,129,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,681,
328,11932,22,2999,2008,2009,Answer: 2010-2010,2010,2010,0.0,0.3333333333333333,2,1,1.5,0,0,0,698,
329,11358,22,11157,2007,2008,Answer: 2009-2010,2009,2010,0.0,0.25,2,2,2.0,0,0,0,664,
330,5926,20,7796,2009,2009,Answer: 2009-2012,2009,2012,0.25,0.25,0,3,1.5,0,0,0,732,
331,10629,22,10632,2011,2012,Answer: 2011-2012,2011,2012,1.0,1.0,0,0,0.0,0,0,0,740,
332,11523,22,10142,1975,1975,Answer: 1976-1976,1976,1976,0.0,0.5,1,1,1.0,0,0,0,724,
333,12439,22,10351,2005,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,702,
334,1911,23,12505,1884,1887,Answer: 1883-1891,1883,1891,0.4444444444444444,0.4444444444444444,1,4,2.5,0,0,0,722,
335,7559,17,5799,1995,1995,Answer: 1986-2001,1986,2001,0.0625,0.0625,9,6,7.5,0,0,0,673,
336,10711,22,9870,1995,2004,Answer: 1996-2003,1996,2003,0.8,0.8,1,1,1.0,0,0,0,714,
337,3603,14,3473,1997,2001,Answer: 1997-2001,1997,2001,1.0,1.0,0,0,0.0,0,0,0,574,
338,11752,22,10153,2006,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,684,
339,5765,16,5448,2013,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,677,
340,4058,17,6875,2003,2003,Answer: 2004-2009,2004,2009,0.0,0.14285714285714285,1,6,3.5,0,0,0,693,
341,11376,22,9600,2010,2012,Answer: 2007-2010,2007,2010,0.16666666666666666,0.16666666666666666,3,2,2.5,0,0,0,676,
342,8454,22,10032,1990,1992,Answer: 1993-1994,1993,1994,0.0,0.2,3,2,2.5,0,0,0,676,
